lot_index,true_label,rf_score,if_score,hybrid_score,risk_tier,flagged
0,-1,0.044206692045989836,0.40648335828575105,0.16596533123316165,Normal,0
1,1,0.19051597257335387,0.47154651700834826,0.6887723605381926,High Risk,1
2,-1,0.11044844656115549,0.41755955589754395,0.3469995694002627,Normal,0
3,-1,0.037085390654879036,0.40266813276825103,0.1385550741132606,Normal,0
4,-1,0.019413616751330156,0.3988704405910029,0.08770684356996483,Normal,0
5,-1,0.03620093147039255,0.4027465729250569,0.13682334371336347,Normal,0
6,-1,0.06736844646494357,0.42314657063600425,0.2680003556795686,Normal,0
7,-1,0.10321970373197639,0.4241064978284934,0.3507318268236916,Normal,0
8,-1,0.01894788155505604,0.4084821717668347,0.11577891194140777,Normal,0
9,-1,0.05192310607327173,0.3899757137256274,0.1331529897459698,Normal,0
10,-1,0.043862960599276274,0.42462820288924974,0.2201515087530168,Normal,0
11,-1,0.12007143421748526,0.40561721994719174,0.33225829362505394,Normal,0
12,-1,0.04465650135805447,0.396449676791058,0.13657993019596848,Normal,0
13,-1,0.08956179619845547,0.4113832516978385,0.2817896739189888,Normal,0
14,-1,0.04746886823368189,0.41654131655637505,0.20368914689710327,Normal,0
15,-1,0.019331809018778366,0.41348659135707017,0.13178958553841602,Normal,0
16,-1,0.0619597064309183,0.4037754414563615,0.1972922646796511,Normal,0
17,-1,0.03160404608507037,0.40151998093037644,0.12287346050474422,Normal,0
18,-1,0.07091825645482609,0.39358087671935565,0.1863647009322546,Normal,0
19,-1,0.137828983568239,0.4038564893430862,0.3664638699254689,Normal,0
20,-1,0.10405287375101882,0.3979769640741519,0.2734538406648745,Normal,0
21,-1,0.012665142352111696,0.4056156987938834,0.09310903812353875,Normal,0
22,-1,0.05512782891927588,0.39507761131697233,0.1557394948024123,Normal,0
23,-1,0.025847415819859762,0.38988381559860075,0.07481605051701534,Normal,0
24,-1,0.04674061347111667,0.41386435936180177,0.19396051441308576,Normal,0
25,-1,0.028559367031852398,0.3950240109396462,0.09642136311643389,Normal,0
26,-1,0.1398413185616399,0.4249134644056365,0.4347152916984015,Normal,0
27,-1,0.3233858770299923,0.4060235532180045,0.7861770711805656,High Risk,1
28,-1,0.04169906043194961,0.40443410994645,0.1541758519963205,Normal,0
29,-1,0.08983006222452745,0.405493789040894,0.2645507911691437,Normal,0
30,-1,0.05219980060599812,0.4067008994777121,0.18442114697607725,Normal,0
31,-1,0.05477431326874309,0.41711515372916763,0.22169289013329474,Normal,0
32,-1,0.062357920122225095,0.4059480428457673,0.20475860943086843,Normal,0
33,-1,0.1778607581323377,0.3846320860056498,0.3973753633497675,Normal,0
34,-1,0.03918832424306956,0.4026581248703705,0.14320703579941535,Normal,0
35,-1,0.00899705539416217,0.38928010474540586,0.0354696775266107,Normal,0
36,-1,0.04433339752071123,0.4358133127242128,0.25507296802393276,Normal,0
37,1,0.12158962443991345,0.40874208432864584,0.3451022339686413,Normal,0
38,-1,0.03434373103997342,0.42257661325899193,0.19274331974382997,Normal,0
39,-1,0.16399300504824935,0.42971880040027244,0.5030429623745132,Normal,0
40,-1,0.058715013956918985,0.3951801958895456,0.16403719043233272,Normal,0
41,-1,0.061531216174615946,0.4083941336379949,0.2103258836529902,Normal,0
42,-1,0.03202775663424014,0.4246724221321294,0.19393384448011824,Normal,0
43,-1,0.11378624804204585,0.4122052942671449,0.33821598891646903,Normal,0
44,-1,0.074484850836457,0.4071318479635643,0.23534487714648147,Normal,0
45,-1,0.012867598137059214,0.39923743754352964,0.07424330363841644,Normal,0
46,-1,0.17480654461818473,0.37756811019764086,0.36918183621445894,Normal,0
47,-1,0.06819827629144315,0.38673393530895633,0.15957264533769944,Normal,0
48,-1,0.05106287664378968,0.39607673593533277,0.14971454729294884,Normal,0
49,-1,0.1063873371759108,0.47502337907808356,0.5119860455626971,Normal,0
50,1,0.1862196779154534,0.39761872906502016,0.4553167914453999,Normal,0
51,-1,0.03859436590452325,0.408488464707809,0.15954169788477135,Normal,0
52,-1,0.04654601861427094,0.42533962404141534,0.2282799838401246,Normal,0
53,-1,0.05216899534264804,0.3894345790877007,0.1320616508727054,Normal,0
54,-1,0.08104540268441449,0.40098568026070286,0.23133860565779357,Normal,0
55,1,0.08929296869893442,0.39465500716223134,0.23052976947052436,Normal,0
56,-1,0.09389944379670571,0.4091665030832511,0.28473422500276774,Normal,0
57,-1,0.02219940715583758,0.40938516444158446,0.12575327689013857,Normal,0
58,-1,0.05730638818183308,0.4246716002234118,0.25021529695766126,Normal,0
59,-1,0.0945750870756632,0.4156510383282034,0.3058769340730271,Normal,0
60,-1,0.032148404686635865,0.4121062500547875,0.15614592543791,Normal,0
61,-1,0.10971507814429686,0.41742191893156366,0.34494986122176474,Normal,0
62,-1,0.05496511926641766,0.39570393239815804,0.15727402303859578,Normal,0
63,-1,0.11127352910949498,0.39593285697224095,0.2833403737632804,Normal,0
64,-1,0.09804682297569732,0.3989044845073031,0.262890102622927,Normal,0
65,-1,0.04129214399448432,0.38960064870964217,0.10834682206285642,Normal,0
66,-1,0.051756984126306936,0.39936413407136734,0.16121586469997198,Normal,0
67,-1,0.03216899534264804,0.4024736384417952,0.1270194877028533,Normal,0
68,-1,0.0219707683499306,0.41653062769498633,0.14688417862159883,Normal,0
69,-1,0.11258690507358612,0.40836341230620754,0.3239104937187229,Normal,0
70,-1,0.07069572237595123,0.4079834796742248,0.22948738198231794,Normal,0
71,-1,0.0885377184823723,0.445900469586499,0.3840446272656717,Normal,0
72,-1,0.09041927330365533,0.38763067209952545,0.2117643942951629,Normal,0
73,-1,0.12676186601042208,0.40138784875930067,0.334346207536791,Normal,0
74,-1,0.02769108524490844,0.407522123115913,0.1323385252064498,Normal,0
75,-1,0.05927629195364903,0.4236852814524059,0.25161431282152147,Normal,0
76,-1,0.032867598137059216,0.4111300249327408,0.15479075043745016,Normal,0
77,-1,0.058947881555056036,0.3856801508883786,0.13578487315656781,Normal,0
78,-1,0.07720099565777043,0.3845700301810298,0.17306421195432503,Normal,0
79,-1,0.07564514503178842,0.4017310422921314,0.2215720264132598,Normal,0
80,-1,0.16837647410159748,0.4053476131763745,0.43899500484039344,Normal,0
81,-1,0.05243227475397464,0.3872624241147159,0.12606950044297555,Normal,0
82,-1,0.07219940715583759,0.3981741595781418,0.20312795583866577,Normal,0
83,-1,0.03251408248652643,0.4193502788386235,0.17889860309732988,Normal,0
84,-1,0.034266516472006486,0.4079115357900822,0.14815833379137214,Normal,0
85,-1,0.0627469500846635,0.4116819773632425,0.2229899738122881,Normal,0
86,-1,0.21915576651627375,0.3849567778078149,0.4903037713864899,Normal,0
87,-1,0.04393307911540104,0.4289347375338233,0.23334993474338345,Normal,0
88,-1,0.14403560860859912,0.414340937885469,0.41203524763700283,Normal,0
89,-1,0.038310102387023946,0.4027433740725837,0.1415098142119961,Normal,0
90,-1,0.041895065344410926,0.4268920997152624,0.2226260993907314,Normal,0
91,-1,0.04494635724050107,0.40379026472467705,0.15945621572882782,Normal,0
92,-1,0.06329569339752947,0.4214531599099456,0.2538037186074448,Normal,0
93,-1,0.12916275966667004,0.40526801630403053,0.35144295369848716,Normal,0
94,-1,0.06394764142689331,0.40918428193628764,0.2180991141273968,Normal,0
95,-1,0.0670173018987395,0.39564654824152307,0.18393492965429464,Normal,0
96,-1,0.07784436719074982,0.41513479049536267,0.26706182682924584,Normal,0
97,1,0.2246641764090911,0.4766273238511473,0.7801919607858123,High Risk,1
98,-1,0.054580679440610506,0.417033907289546,0.2210157020675839,Normal,0
99,-1,0.07129874202663941,0.39913124871319294,0.2040211232993058,Normal,0
100,-1,0.05815122807623527,0.3944955181150816,0.16070835642562287,Normal,0
101,-1,0.03465408828851006,0.3858065031662091,0.08207637241194851,Normal,0
102,-1,0.04831010238702394,0.40921714119928826,0.18338098648873893,Normal,0
103,-1,0.06451985581423142,0.42458035681798406,0.26600005765082807,Normal,0
104,-1,0.05310046573519627,0.3910549711097423,0.13904295275871986,Normal,0
105,1,0.20805528088761968,0.4098484873696921,0.5409724051467809,Low Risk,1
106,-1,0.04201932812758574,0.4111401326532609,0.17519807523492956,Normal,0
107,-1,0.053670798904436885,0.39971775145469035,0.16654798148452393,Normal,0
108,-1,0.02861696327250939,0.39692492065910306,0.10230649276655562,Normal,0
109,-1,0.07134515133125627,0.428007439514685,0.29157575789417034,Normal,0
110,-1,0.04407571047433192,0.4151023512703824,0.19177624339061872,Normal,0
111,-1,0.07947882508900972,0.4076693164172615,0.24809189062228285,Normal,0
112,-1,0.051001969199985696,0.4048255509646419,0.1760746474344259,Normal,0
113,-1,0.035269461077844316,0.42058057409632865,0.18875950889314388,Normal,0
114,1,0.13873228772055274,0.40396751708952117,0.3688113614029952,Normal,0
115,-1,0.11453021445781303,0.4264204418203726,0.3829229170540624,Normal,0
116,-1,0.0737961881111475,0.3990488982608067,0.2093323949125836,Normal,0
117,-1,0.05608583150619128,0.4333688452932214,0.2738372098772421,Normal,0
118,1,0.19453907942088874,0.43800061171301424,0.5961364843806929,Medium Risk,1
119,-1,0.019129746683991384,0.42577289998290435,0.1685486681175892,Normal,0
120,-1,0.021586447436047738,0.4013737827225838,0.10012609363805461,Normal,0
121,-1,0.05123667153332187,0.41783761509929057,0.2160041494964925,Normal,0
122,-1,0.029301397205588824,0.4014954687840409,0.11767228061576171,Normal,0
123,1,0.21285023178961923,0.41371518245717104,0.5633588197343695,Medium Risk,1
124,-1,0.19815976947820219,0.4071102604054485,0.5106469332707694,Normal,0
125,-1,0.044743901455553556,0.4081282613172487,0.17214302576300955,Normal,0
126,-1,0.061807986595508645,0.4018621095009896,0.1911599442298175,Normal,0
127,-1,0.1263303488916013,0.4275860488828298,0.41272644637981526,Normal,0
128,-1,0.0785982012465928,0.40638091590574543,0.24222923424211257,Normal,0
129,-1,0.1347292991482569,0.4243152286612856,0.4215214124509873,Normal,0
130,-1,0.05462325340315782,0.40349132069653704,0.18009688457049683,Normal,0
131,-1,0.11319531893349762,0.41970205573624203,0.3596041396836741,Normal,0
132,-1,0.05448445738629649,0.39884377510270463,0.16571279641431916,Normal,0
133,-1,0.0387147025000283,0.41554143851490777,0.1811695045834834,Normal,0
134,-1,0.12289889277229463,0.4153810028245896,0.3681232843868327,Normal,0
135,-1,0.06497479241512333,0.42167061877689865,0.25820087590219537,Normal,0
136,-1,0.04176447722291354,0.4267361259923905,0.2218629743033773,Normal,0
137,-1,0.1182994075233606,0.4195227434499149,0.3704255629099475,Normal,0
138,1,0.15102285442779256,0.41835286913753494,0.4397427460316012,Normal,0
139,-1,0.037028951686012467,0.39525007799369294,0.11596389352474679,Normal,0
140,-1,0.038755759289370716,0.4210906733643574,0.19806673058707613,Normal,0
141,-1,0.029564676616915423,0.40037019141725266,0.11485059026011946,Normal,0
142,-1,0.09896507943052342,0.4406252464096135,0.3912856178935341,Normal,0
143,-1,0.14722352092419283,0.4426308206222416,0.5048089424012542,Normal,0
144,-1,0.11979082845452299,0.39204027230499544,0.2905158406588553,Normal,0
145,-1,0.035998869135605564,0.4057267347397314,0.14539883851327845,Normal,0
146,-1,0.024950192582570616,0.39775161212095816,0.09664590101549148,Normal,0
147,-1,0.05489496132113883,0.4047728379559314,0.18458291803569488,Normal,0
148,-1,0.09958385721731197,0.4505573001003383,0.4227424943192192,Normal,0
149,-1,0.061531216174615946,0.4219199486145733,0.2512887011771314,Normal,0
150,-1,0.045058027470799435,0.4076350902633648,0.1713488762017606,Normal,0
151,-1,0.04918291178423748,0.43298631604225457,0.2573090807057911,Normal,0
152,-1,0.03596806387225549,0.3995938159311288,0.12675675597736638,Normal,0
153,-1,0.041480213705414236,0.4050913289980949,0.15567896291025177,Normal,0
154,-1,0.023945535284395855,0.40062903673012307,0.10312324543766177,Normal,0
155,1,0.04134515133125628,0.3940800632654654,0.12203071465435639,Normal,0
156,-1,0.1331283184785227,0.41865223986044836,0.4008064471023174,Normal,0
157,-1,0.16270739197740403,0.4069098673080694,0.43110382744022663,Normal,0
158,-1,0.07664542377755419,0.41457137506028024,0.26268602971003313,Normal,0
159,-1,0.04178890322099525,0.3971332814580674,0.13226539275203483,Normal,0
160,-1,0.23159474948268766,0.40719833833746505,0.5853580727652753,Medium Risk,1
161,-1,0.04481789474290194,0.4063954056848946,0.16705983615619002,Normal,0
162,-1,0.18766673085404456,0.38715119524399294,0.42683787735281015,Normal,0
163,-1,0.09891121867697351,0.3942606014824954,0.2507507552898783,Normal,0
164,-1,0.06089817816089876,0.4171693980359616,0.23549221258941744,Normal,0
165,-1,0.07447696428968989,0.41862507418640965,0.27013445690116517,Normal,0
166,-1,0.15956218964861604,0.47079692542945495,0.617582322670764,High Risk,1
167,-1,0.022867598137059218,0.38508625063116025,0.05365197511876663,Normal,0
168,-1,0.04697240415656992,0.42771504573343,0.23642329399837164,Normal,0
169,-1,0.11126044366668272,0.43793890906586486,0.41052621589088756,Normal,0
170,-1,0.06766673085404457,0.4110297625897202,0.23196884665888517,Normal,0
171,-1,0.031861895101835645,0.3872679672363355,0.08028546797345223,Normal,0
172,-1,0.032867598137059216,0.3844477272885452,0.07398363519769237,Normal,0
173,-1,0.025197986864554718,0.4300953502749415,0.1951503659284412,Normal,0
174,-1,0.11649824045364139,0.4154748880586929,0.3541562921019504,Normal,0
175,-1,0.060146860204948936,0.3953374885821209,0.167701616228875,Normal,0
176,1,0.03501759209846372,0.4263328273959106,0.20561936296939212,Normal,0
177,-1,0.07591634063062597,0.41381143706021195,0.25876122938947116,Normal,0
178,-1,0.034976769053690605,0.4018053613979485,0.13124724311213948,Normal,0
179,-1,0.06526103257118991,0.4134003579787808,0.2337917860554098,Normal,0
180,-1,0.07419635852672764,0.38990817725921234,0.18254079415868618,Normal,0
181,-1,0.026200931470392548,0.3863479342524731,0.06489478097339246,Normal,0
182,-1,0.026110695231186365,0.39438524160343325,0.08903478425953554,Normal,0
183,-1,0.02580068895324869,0.4194534828639806,0.1642635011604674,Normal,0
184,1,0.14093812672966058,0.4118583736511203,0.39762014828968006,Normal,0
185,-1,0.06377566906235317,0.42060894551043715,0.2523157084651033,Normal,0
186,1,0.10126793676328932,0.4149013860935783,0.31850853127444073,Normal,0
187,-1,0.044448381600941826,0.386694946023816,0.10657442222170978,Normal,0
188,-1,0.05797083331014427,0.4135554983715139,0.21802969063936534,Normal,0
189,-1,0.04157801892939335,0.38631942293790256,0.09904616988389833,Normal,0
190,-1,0.07399588546670931,0.40543921389583965,0.22913004696648737,Normal,0
191,-1,0.034135217832700245,0.4255472196264564,0.20127551281153605,Normal,0
192,-1,0.19208233566257168,0.3913068680276609,0.44925482836487746,Normal,0
193,1,0.1009448329259461,0.4089466373976412,0.2997552203045783,Normal,0
194,-1,0.0676713240186294,0.39780057750719083,0.19191459716289624,Normal,0
195,1,0.044186172997195496,0.4018436609830838,0.1518683602298806,Normal,0
196,-1,0.028997055394162176,0.40831372465484983,0.13764368158424828,Normal,0
197,-1,0.05529144438437946,0.3938255554306058,0.1523119507717521,Normal,0
198,-1,0.015968063872255488,0.414556550242162,0.1275404263246288,Normal,0
199,-1,0.12789655996229368,0.39766370529481737,0.32559411424926465,Normal,0
200,-1,0.03263473053892216,0.3967361872976051,0.1106806440020402,Normal,0
201,-1,0.07898022961027634,0.4324968747772246,0.32217179954502717,Normal,0
202,-1,0.11164439064396689,0.3863633483629886,0.2551849358634309,Normal,0
203,-1,0.08960669394062507,0.4132875205169198,0.28765670283060313,Normal,0
204,-1,0.05296054632275275,0.4166898070403288,0.21636630247403904,Normal,0
205,-1,0.059515141433408136,0.4190097783905316,0.23798639936781485,Normal,0
206,-1,0.13474102714219713,0.4127801206827831,0.38661354729410446,Normal,0
207,-1,0.16974313713626732,0.41930604155145795,0.48431092143643273,Normal,0
208,-1,0.08346136238496757,0.4326708194768201,0.3326760211448027,Normal,0
209,-1,0.03453968864772829,0.41808713890458066,0.17958329210871987,Normal,0
210,-1,0.03159561757841598,0.41307587350675096,0.15785161809034143,Normal,0
211,-1,0.052467355619915355,0.416653157373618,0.21515719931883345,Normal,0
212,-1,0.049840002293629136,0.4071373126486273,0.18048862992719994,Normal,0
213,-1,0.060969652374188346,0.4200948070950096,0.2445109298130509,Normal,0
214,-1,0.10618388219060082,0.4313049563685566,0.37913216693144003,Normal,0
215,-1,0.052626302032267765,0.42070390236691313,0.2277787475553153,Normal,0
216,-1,0.06064748394689289,0.40051017813724143,0.1844817232030902,Normal,0
217,-1,0.09140268157545307,0.3985848795456829,0.24712872000681413,Normal,0
218,-1,0.04176447722291354,0.3997464523793408,0.14012497351289452,Normal,0
219,-1,0.0749701765208351,0.4431608575265667,0.34553902940479014,Normal,0
220,-1,0.038931566501634506,0.4024726505486916,0.1420736464035774,Normal,0
221,-1,0.08980072121891818,0.41308314390684525,0.28746975991272605,Normal,0
